;dataset_name;dataset_size;dataset_random_seed;algorithm_name;algorithm_random_seed;time_start;time_stop;time_total
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/spacy-rand_1/;bank_cards_v2;1000;1;spacy;1;1668606299;1668606306;6,537537098
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/spacy-rand_2/;bank_cards_v2;1000;1;spacy;2;1668606299;1668606305;5,80898118
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/spacy-rand_3/;bank_cards_v2;1000;1;spacy;3;1668606299;1668606305;5,67790699
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/spacy-rand_4/;bank_cards_v2;1000;1;spacy;4;1668606300;1668606306;6,582015991
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/spacy-rand_5/;bank_cards_v2;1000;1;spacy;5;1668606306;1668606312;6,184442997
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/tfidf-rand_1/;bank_cards_v2;1000;1;tfidf;1;1668606299;1668606300;0,096023083
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/tfidf-rand_2/;bank_cards_v2;1000;1;tfidf;2;1668606298;1668606299;0,079613924
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/tfidf-rand_3/;bank_cards_v2;1000;1;tfidf;3;1668606298;1668606298;0,120130062
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/tfidf-rand_4/;bank_cards_v2;1000;1;tfidf;4;1668606298;1668606298;0,080543041
../experiments/vectorization/bank_cards_v2-size_1000-rand_1/tfidf-rand_5/;bank_cards_v2;1000;1;tfidf;5;1668606305;1668606305;0,075374842
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/spacy-rand_1/;bank_cards_v2;1000;2;spacy;1;1668606312;1668606318;5,975170851
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/spacy-rand_2/;bank_cards_v2;1000;2;spacy;2;1668606312;1668606318;5,805444002
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/spacy-rand_3/;bank_cards_v2;1000;2;spacy;3;1668606313;1668606318;5,728419065
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/spacy-rand_4/;bank_cards_v2;1000;2;spacy;4;1668606314;1668606320;5,922353983
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/spacy-rand_5/;bank_cards_v2;1000;2;spacy;5;1668606320;1668606326;5,867105007
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/tfidf-rand_1/;bank_cards_v2;1000;2;tfidf;1;1668606305;1668606305;0,079252005
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/tfidf-rand_2/;bank_cards_v2;1000;2;tfidf;2;1668606312;1668606312;0,080833197
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/tfidf-rand_3/;bank_cards_v2;1000;2;tfidf;3;1668606313;1668606313;0,081882954
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/tfidf-rand_4/;bank_cards_v2;1000;2;tfidf;4;1668606313;1668606313;0,085525036
../experiments/vectorization/bank_cards_v2-size_1000-rand_2/tfidf-rand_5/;bank_cards_v2;1000;2;tfidf;5;1668606319;1668606319;0,081783056
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/spacy-rand_1/;bank_cards_v2;1000;3;spacy;1;1668606320;1668606326;5,62968111
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/spacy-rand_2/;bank_cards_v2;1000;3;spacy;2;1668606325;1668606331;5,632300138
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/spacy-rand_3/;bank_cards_v2;1000;3;spacy;3;1668606326;1668606332;5,594566107
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/spacy-rand_4/;bank_cards_v2;1000;3;spacy;4;1668606327;1668606333;5,745168209
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/spacy-rand_5/;bank_cards_v2;1000;3;spacy;5;1668606333;1668606338;5,607301235
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/tfidf-rand_1/;bank_cards_v2;1000;3;tfidf;1;1668606320;1668606320;0,079333067
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/tfidf-rand_2/;bank_cards_v2;1000;3;tfidf;2;1668606325;1668606325;0,090413094
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/tfidf-rand_3/;bank_cards_v2;1000;3;tfidf;3;1668606325;1668606325;0,080318928
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/tfidf-rand_4/;bank_cards_v2;1000;3;tfidf;4;1668606327;1668606327;0,082853079
../experiments/vectorization/bank_cards_v2-size_1000-rand_3/tfidf-rand_5/;bank_cards_v2;1000;3;tfidf;5;1668606332;1668606332;0,080632925
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/spacy-rand_1/;bank_cards_v2;1000;4;spacy;1;1668606333;1668606339;5,554197073
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/spacy-rand_2/;bank_cards_v2;1000;4;spacy;2;1668606338;1668606343;5,540385008
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/spacy-rand_3/;bank_cards_v2;1000;4;spacy;3;1668606339;1668606345;5,487650156
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/spacy-rand_4/;bank_cards_v2;1000;4;spacy;4;1668606340;1668606346;5,796989918
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/spacy-rand_5/;bank_cards_v2;1000;4;spacy;5;1668606345;1668606351;6,037374973
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/tfidf-rand_1/;bank_cards_v2;1000;4;tfidf;1;1668606333;1668606333;0,086601019
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/tfidf-rand_2/;bank_cards_v2;1000;4;tfidf;2;1668606334;1668606335;0,09998107
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/tfidf-rand_3/;bank_cards_v2;1000;4;tfidf;3;1668606339;1668606339;0,080157042
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/tfidf-rand_4/;bank_cards_v2;1000;4;tfidf;4;1668606340;1668606340;0,080388069
../experiments/vectorization/bank_cards_v2-size_1000-rand_4/tfidf-rand_5/;bank_cards_v2;1000;4;tfidf;5;1668606342;1668606342;0,077116013
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/spacy-rand_1/;bank_cards_v2;1000;5;spacy;1;1668606346;1668606352;6,005609989
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/spacy-rand_2/;bank_cards_v2;1000;5;spacy;2;1668606349;1668606355;6,345168829
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/spacy-rand_3/;bank_cards_v2;1000;5;spacy;3;1668606352;1668606357;5,371633053
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/spacy-rand_4/;bank_cards_v2;1000;5;spacy;4;1668606353;1668606359;5,482923031
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/spacy-rand_5/;bank_cards_v2;1000;5;spacy;5;1668606358;1668606364;5,767050982
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/tfidf-rand_1/;bank_cards_v2;1000;5;tfidf;1;1668606346;1668606346;0,080195904
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/tfidf-rand_2/;bank_cards_v2;1000;5;tfidf;2;1668606347;1668606347;0,085780859
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/tfidf-rand_3/;bank_cards_v2;1000;5;tfidf;3;1668606351;1668606351;0,07990098
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/tfidf-rand_4/;bank_cards_v2;1000;5;tfidf;4;1668606353;1668606353;0,089357853
../experiments/vectorization/bank_cards_v2-size_1000-rand_5/tfidf-rand_5/;bank_cards_v2;1000;5;tfidf;5;1668606355;1668606355;0,093041897
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/spacy-rand_1/;bank_cards_v2;2000;1;spacy;1;1668606365;1668606375;10,18222094
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/spacy-rand_2/;bank_cards_v2;2000;1;spacy;2;1668606369;1668606380;10,43750095
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/spacy-rand_3/;bank_cards_v2;2000;1;spacy;3;1668606372;1668606381;9,42071104
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/spacy-rand_4/;bank_cards_v2;2000;1;spacy;4;1668606379;1668606390;11,02362609
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/spacy-rand_5/;bank_cards_v2;2000;1;spacy;5;1668606383;1668606393;10,30010295
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/tfidf-rand_1/;bank_cards_v2;2000;1;tfidf;1;1668606365;1668606366;0,175795078
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/tfidf-rand_2/;bank_cards_v2;2000;1;tfidf;2;1668606367;1668606368;0,164561033
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/tfidf-rand_3/;bank_cards_v2;2000;1;tfidf;3;1668606370;1668606370;0,192874908
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/tfidf-rand_4/;bank_cards_v2;2000;1;tfidf;4;1668606373;1668606374;0,18442297
../experiments/vectorization/bank_cards_v2-size_2000-rand_1/tfidf-rand_5/;bank_cards_v2;2000;1;tfidf;5;1668606380;1668606380;0,160629034
../experiments/vectorization/bank_cards_v2-size_2000-rand_2/spacy-rand_1/;bank_cards_v2;2000;2;spacy;1;1668606390;1668606400;10,15529799
../experiments/vectorization/bank_cards_v2-size_2000-rand_2/spacy-rand_2/;bank_cards_v2;2000;2;spacy;2;1668606393;1668606403;10,02754188
../experiments/vectorization/bank_cards_v2-size_2000-rand_2/spacy-rand_3/;bank_cards_v2;2000;2;spacy;3;1668606395;1668606406;10,74833703
