;dataset_name;dataset_size;dataset_random_seed;algorithm_name;algorithm_random_seed;time_start;time_stop;time_total
../experiments/preprocessing/bank_cards_v2-size_2000-rand_3/simple_prep-rand_5/;bank_cards_v2;2000;3;simple_prep;5;1668606270;1668606284;13,71705699
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/filter_prep-rand_1/;bank_cards_v2;2000;4;filter_prep;1;1668606277;1668606291;13,70640302
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/filter_prep-rand_2/;bank_cards_v2;2000;4;filter_prep;2;1668606284;1668606297;13,6369679
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/filter_prep-rand_3/;bank_cards_v2;2000;4;filter_prep;3;1668606290;1668606304;13,52804399
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/filter_prep-rand_4/;bank_cards_v2;2000;4;filter_prep;4;1668606297;1668606310;13,32585812
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/filter_prep-rand_5/;bank_cards_v2;2000;4;filter_prep;5;1668606297;1668606311;13,34672809
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/lemma_prep-rand_1/;bank_cards_v2;2000;4;lemma_prep;1;1668606277;1668606291;13,96370506
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/lemma_prep-rand_2/;bank_cards_v2;2000;4;lemma_prep;2;1668606284;1668606297;13,40838504
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/lemma_prep-rand_3/;bank_cards_v2;2000;4;lemma_prep;3;1668606284;1668606298;13,4765141
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/lemma_prep-rand_4/;bank_cards_v2;2000;4;lemma_prep;4;1668606291;1668606305;13,5809269
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/lemma_prep-rand_5/;bank_cards_v2;2000;4;lemma_prep;5;1668606297;1668606311;13,48449516
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/simple_prep-rand_1/;bank_cards_v2;2000;4;simple_prep;1;1668606276;1668606290;13,63155007
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/simple_prep-rand_2/;bank_cards_v2;2000;4;simple_prep;2;1668606283;1668606297;13,36174297
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/simple_prep-rand_3/;bank_cards_v2;2000;4;simple_prep;3;1668606284;1668606297;13,52185512
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/simple_prep-rand_4/;bank_cards_v2;2000;4;simple_prep;4;1668606291;1668606304;13,6391151
../experiments/preprocessing/bank_cards_v2-size_2000-rand_4/simple_prep-rand_5/;bank_cards_v2;2000;4;simple_prep;5;1668606297;1668606310;13,24114013
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/filter_prep-rand_1/;bank_cards_v2;2000;5;filter_prep;1;1668606304;1668606318;13,34957719
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/filter_prep-rand_2/;bank_cards_v2;2000;5;filter_prep;2;1668606310;1668606324;13,37889004
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/filter_prep-rand_3/;bank_cards_v2;2000;5;filter_prep;3;1668606311;1668606324;13,345047
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/filter_prep-rand_4/;bank_cards_v2;2000;5;filter_prep;4;1668606318;1668606331;13,21854186
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/filter_prep-rand_5/;bank_cards_v2;2000;5;filter_prep;5;1668606324;1668606337;13,21913695
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/lemma_prep-rand_1/;bank_cards_v2;2000;5;lemma_prep;1;1668606304;1668606317;13,34499598
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/lemma_prep-rand_2/;bank_cards_v2;2000;5;lemma_prep;2;1668606310;1668606323;13,319417
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/lemma_prep-rand_3/;bank_cards_v2;2000;5;lemma_prep;3;1668606311;1668606324;13,3559289
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/lemma_prep-rand_4/;bank_cards_v2;2000;5;lemma_prep;4;1668606318;1668606331;13,17985702
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/lemma_prep-rand_5/;bank_cards_v2;2000;5;lemma_prep;5;1668606324;1668606337;13,281528
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/simple_prep-rand_1/;bank_cards_v2;2000;5;simple_prep;1;1668606298;1668606311;13,14893794
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/simple_prep-rand_2/;bank_cards_v2;2000;5;simple_prep;2;1668606305;1668606318;13,43119192
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/simple_prep-rand_3/;bank_cards_v2;2000;5;simple_prep;3;1668606311;1668606324;13,36175609
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/simple_prep-rand_4/;bank_cards_v2;2000;5;simple_prep;4;1668606317;1668606330;13,3284831
../experiments/preprocessing/bank_cards_v2-size_2000-rand_5/simple_prep-rand_5/;bank_cards_v2;2000;5;simple_prep;5;1668606323;1668606337;13,31858897
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/filter_prep-rand_1/;bank_cards_v2;3000;1;filter_prep;1;1668606330;1668606350;19,50623488
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/filter_prep-rand_2/;bank_cards_v2;3000;1;filter_prep;2;1668606337;1668606356;19,64345384
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/filter_prep-rand_3/;bank_cards_v2;3000;1;filter_prep;3;1668606344;1668606363;19,57419896
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/filter_prep-rand_4/;bank_cards_v2;3000;1;filter_prep;4;1668606351;1668606371;19,7840209
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/filter_prep-rand_5/;bank_cards_v2;3000;1;filter_prep;5;1668606357;1668606377;19,88955593
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/lemma_prep-rand_1/;bank_cards_v2;3000;1;lemma_prep;1;1668606324;1668606344;19,65170813
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/lemma_prep-rand_2/;bank_cards_v2;3000;1;lemma_prep;2;1668606331;1668606351;19,69906187
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/lemma_prep-rand_3/;bank_cards_v2;3000;1;lemma_prep;3;1668606337;1668606357;19,72693205
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/lemma_prep-rand_4/;bank_cards_v2;3000;1;lemma_prep;4;1668606350;1668606370;19,65100312
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/lemma_prep-rand_5/;bank_cards_v2;3000;1;lemma_prep;5;1668606356;1668606376;19,45285201
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/simple_prep-rand_1/;bank_cards_v2;3000;1;simple_prep;1;1668606324;1668606344;19,57164192
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/simple_prep-rand_2/;bank_cards_v2;3000;1;simple_prep;2;1668606331;1668606351;19,88629413
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/simple_prep-rand_3/;bank_cards_v2;3000;1;simple_prep;3;1668606337;1668606357;19,85208416
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/simple_prep-rand_4/;bank_cards_v2;3000;1;simple_prep;4;1668606344;1668606363;19,53113198
../experiments/preprocessing/bank_cards_v2-size_3000-rand_1/simple_prep-rand_5/;bank_cards_v2;3000;1;simple_prep;5;1668606351;1668606371;19,73339319
../experiments/preprocessing/bank_cards_v2-size_3000-rand_2/filter_prep-rand_1/;bank_cards_v2;3000;2;filter_prep;1;1668606363;1668606383;19,95174909
../experiments/preprocessing/bank_cards_v2-size_3000-rand_2/filter_prep-rand_2/;bank_cards_v2;3000;2;filter_prep;2;1668606371;1668606390;19,72951508
../experiments/preprocessing/bank_cards_v2-size_3000-rand_2/filter_prep-rand_3/;bank_cards_v2;3000;2;filter_prep;3;1668606377;1668606398;20,86833501
../experiments/preprocessing/bank_cards_v2-size_3000-rand_2/filter_prep-rand_4/;bank_cards_v2;3000;2;filter_prep;4;1668606389;1668606409;19,70967793
