;dataset;dataset_reference;dataset_size;dataset_file_name;preprocessing;vectorization;sampling;clustering;random_seed;V050v__iteration;V050v__sampling_time;V050v__clustering_time;V050v__total_time;V050v__constraints_must_link;V050v__constraints_cannot_link;V050v__constraints_total;V050v__constraints_ratio_must_link;V060v__iteration;V060v__sampling_time;V060v__clustering_time;V060v__total_time;V060v__constraints_must_link;V060v__constraints_cannot_link;V060v__constraints_total;V060v__constraints_ratio_must_link;V070v__iteration;V070v__sampling_time;V070v__clustering_time;V070v__total_time;V070v__constraints_must_link;V070v__constraints_cannot_link;V070v__constraints_total;V070v__constraints_ratio_must_link;V080v__iteration;V080v__sampling_time;V080v__clustering_time;V080v__total_time;V080v__constraints_must_link;V080v__constraints_cannot_link;V080v__constraints_total;V080v__constraints_ratio_must_link;V090v__iteration;V090v__sampling_time;V090v__clustering_time;V090v__total_time;V090v__constraints_must_link;V090v__constraints_cannot_link;V090v__constraints_total;V090v__constraints_ratio_must_link;V095v__iteration;V095v__sampling_time;V095v__clustering_time;V095v__total_time;V095v__constraints_must_link;V095v__constraints_cannot_link;V095v__constraints_total;V095v__constraints_ratio_must_link;V099v__iteration;V099v__sampling_time;V099v__clustering_time;V099v__total_time;V099v__constraints_must_link;V099v__constraints_cannot_link;V099v__constraints_total;V099v__constraints_ratio_must_link;V100v__iteration;V100v__sampling_time;V100v__clustering_time;V100v__total_time;V100v__constraints_must_link;V100v__constraints_cannot_link;V100v__constraints_total;V100v__constraints_ratio_must_link;VMAX__iteration;VMAX__sampling_time;VMAX__clustering_time;VMAX__total_time;VMAX__constraints_must_link;VMAX__constraints_cannot_link;VMAX__constraints_total;VMAX__constraints_ratio_must_link
../experiments/bank_cards_v2-size_1000-rand_3/simple_prep/tfidf/closest-50/kmeans_COP-10c/0001/;bank_cards_v2-size_1000-rand_3;bank_cards_v2;1000;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0001;0003;3.773721218109131;52.55723690986633;56.330958127975464;142;8;150;0.9466666666666667;0020;24.781859874725342;494.44536900520325;519.2272288799286;829;171;1000;0.829;0021;26.001060962677002;556.9875349998474;582.9885959625244;867;183;1050;0.8257142857142857;0023;28.408751964569092;619.5744421482086;647.9831941127777;930;220;1150;0.808695652173913;0034;40.97675585746765;855.5099635124207;896.4867193698883;1299;401;1700;0.7641176470588236;0035;42.089964866638184;884.1493275165558;926.239292383194;1349;401;1750;0.7708571428571429;0036;43.22028303146362;884.9585003852844;928.178783416748;1371;429;1800;0.7616666666666667;0046;53.19804096221924;890.9149096012115;944.1129505634308;1568.0;732.0;2300.0;0.6817391304347826;0052;60.53910827636719;893.2185804843903;953.7576887607574;1668;930;2598;0.6420323325635104
../experiments/bank_cards_v2-size_1000-rand_3/simple_prep/tfidf/closest-50/kmeans_COP-10c/0002/;bank_cards_v2-size_1000-rand_3;bank_cards_v2;1000;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0002;0006;8.120057582855225;113.28051137924194;121.40056896209717;271;29;300;0.9033333333333333;0021;27.297539234161377;885.1240859031677;912.4216251373291;873;177;1050;0.8314285714285714;0023;29.897754192352295;1008.8206946849823;1038.7184488773346;933;217;1150;0.811304347826087;0027;34.83492302894592;1161.4101865291595;1196.2451095581055;1091;259;1350;0.8081481481481482;0032;40.91386294364929;1278.878974199295;1319.7928371429443;1260;340;1600;0.7875;0036;45.481934785842896;1310.2325229644775;1355.7144577503204;1351;449;1800;0.7505555555555555;0048;58.40276575088501;1317.5934092998505;1375.9961750507355;1568;832;2400;0.6533333333333333;0048;58.40276575088501;1317.5934092998505;1375.9961750507355;1568.0;832.0;2400.0;0.6533333333333333;0052;63.831918716430664;1319.3598523139954;1383.191771030426;1618;933;2551;0.6342610740885927
../experiments/bank_cards_v2-size_1000-rand_3/simple_prep/tfidf/closest-50/kmeans_COP-10c/0003/;bank_cards_v2-size_1000-rand_3;bank_cards_v2;1000;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0003;0012;14.60144567489624;305.18325448036194;319.7847001552582;530;70;600;0.8833333333333333;0019;22.954078435897827;490.3642237186432;513.318302154541;810;140;950;0.8526315789473684;0023;27.781986474990845;728.485776424408;756.2677628993988;965;185;1150;0.8391304347826087;0025;30.14198350906372;829.3962023258209;859.5381858348846;1012;238;1250;0.8096;0031;37.096919298172;927.521645784378;964.61856508255;1253;297;1550;0.8083870967741935;0034;40.29350519180298;960.1653537750244;1000.4588589668274;1308;392;1700;0.7694117647058824;0037;43.52479100227356;1016.1890466213226;1059.7138376235962;1398;452;1850;0.7556756756756757;0050;56.79711556434631;1023.7443804740906;1080.541496038437;1698.0;802.0;2500.0;0.6792;0053;60.696160316467285;1024.9010164737701;1085.5971767902374;1748;858;2606;0.6707597851112816
../experiments/bank_cards_v2-size_1000-rand_3/simple_prep/tfidf/closest-50/kmeans_COP-10c/0004/;bank_cards_v2-size_1000-rand_3;bank_cards_v2;1000;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0004;0015;18.888495445251465;336.10699820518494;354.9954936504364;658;92;750;0.8773333333333333;0017;21.49247121810913;505.44460010528564;526.9370713233948;733;117;850;0.8623529411764705;0023;29.033838272094727;911.0097692012787;940.0436074733734;949;201;1150;0.8252173913043478;0024;30.21065926551819;966.2914912700653;996.5021505355835;980;220;1200;0.8166666666666667;0029;36.304322242736816;1107.5879979133606;1143.8923201560974;1153;297;1450;0.7951724137931034;0035;43.24446153640747;1114.5235419273376;1157.7680034637451;1348;402;1750;0.7702857142857142;0041;49.80259823799133;1118.8701210021973;1168.6727192401886;1473;577;2050;0.7185365853658536;0050;59.42296552658081;1123.869397163391;1183.292362689972;1723.0;777.0;2500.0;0.6892;0053;63.43188166618347;1125.0023622512817;1188.4342439174652;1773;832;2605;0.6806142034548944
../experiments/bank_cards_v2-size_1000-rand_3/simple_prep/tfidf/closest-50/kmeans_COP-10c/0005/;bank_cards_v2-size_1000-rand_3;bank_cards_v2;1000;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0005;0012;15.09852147102356;484.13807129859924;499.2365927696228;522;78;600;0.87;0019;23.931553602218628;984.9504623413086;1008.8820159435272;812;138;950;0.8547368421052631;0021;26.402079582214355;1106.871225118637;1133.2733047008514;884;166;1050;0.8419047619047619;0024;30.009750604629517;1216.7823660373688;1246.7921166419983;988;212;1200;0.8233333333333334;0026;32.39832639694214;1265.8650178909302;1298.2633442878723;1057;243;1300;0.813076923076923;0032;39.37694716453552;1273.295641899109;1312.6725890636444;1208;392;1600;0.755;0044;52.01629900932312;1339.8795399665833;1391.8958389759064;1507;693;2200;0.685;0048;56.27161908149719;1342.2332348823547;1398.504853963852;1647.0;753.0;2400.0;0.68625;0062;71.5746922492981;1348.4043023586273;1419.9789946079254;1747;1304;3051;0.5725991478203868
../experiments/bank_cards_v2-size_1250-rand_1/simple_prep/tfidf/closest-50/kmeans_COP-10c/0001/;bank_cards_v2-size_1250-rand_1;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0001;0018;34.96948838233948;319.19782876968384;354.1673171520233;643;257;900;0.7144444444444444;0027;52.53892755508423;405.4083921909332;457.94731974601746;725;625;1350;0.5370370370370371;0060;113.26150178909302;2985.2333855628967;3098.4948873519897;1358;1642;3000;0.45266666666666666;0061;114.93260669708252;3048.0163295269012;3162.9489362239838;1393;1657;3050;0.45672131147540984;0064;120.01878380775452;3203.915711402893;3323.9344952106476;1513;1687;3200;0.4728125;0065;121.71160864830017;3244.769762277603;3366.4813709259033;1540;1710;3250;0.47384615384615386;0067;125.01148676872253;3319.9011673927307;3444.9126541614532;1570;1780;3350;0.46865671641791046;0076;138.8475697040558;3622.989133834839;3761.8367035388947;1680.0;2120.0;3800.0;0.4421052631578947;0091;163.34448981285095;4081.0686028003693;4244.41309261322;1780;2750;4530;0.39293598233995586
../experiments/bank_cards_v2-size_1250-rand_1/simple_prep/tfidf/closest-50/kmeans_COP-10c/0002/;bank_cards_v2-size_1250-rand_1;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0002;0023;45.64790987968445;560.6050589084625;606.252968788147;784;366;1150;0.6817391304347826;0046;90.33827924728394;1415.8750188350677;1506.2132980823517;1066;1234;2300;0.46347826086956523;0055;106.74317502975464;2423.9072349071503;2530.650409936905;1186;1564;2750;0.43127272727272725;0058;112.42670392990112;2698.752004146576;2811.178708076477;1291;1609;2900;0.44517241379310346;0061;118.16415309906006;2927.5133471488953;3045.6775002479553;1404;1646;3050;0.460327868852459;0061;118.16415309906006;2927.5133471488953;3045.6775002479553;1404;1646;3050;0.460327868852459;0083;155.95552563667297;4167.058452606201;4323.013978242874;1669;2481;4150;0.4021686746987952;0083;155.95552563667297;4167.058452606201;4323.013978242874;1669.0;2481.0;4150.0;0.4021686746987952;0125;225.85763311386108;5796.884182691574;6022.741815805435;1819;4426;6245;0.2912730184147318
../experiments/bank_cards_v2-size_1250-rand_1/simple_prep/tfidf/closest-50/kmeans_COP-10c/0003/;bank_cards_v2-size_1250-rand_1;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0003;0022;42.102410078048706;520.0569834709167;562.1593935489655;783;317;1100;0.7118181818181818;0057;106.5464506149292;1741.2431364059448;1847.789587020874;1078;1772;2850;0.3782456140350877;0060;111.71483564376831;2073.69034743309;2185.4051830768585;1206;1794;3000;0.402;0060;111.71483564376831;2073.69034743309;2185.4051830768585;1206;1794;3000;0.402;0065;121.01014065742493;2482.4348986148834;2603.4450392723083;1389;1861;3250;0.42738461538461536;0065;121.01014065742493;2482.4348986148834;2603.4450392723083;1389;1861;3250;0.42738461538461536;0068;126.27855968475342;2667.4780807495117;2793.756640434265;1447;1953;3400;0.42558823529411766;0110;193.41746377944946;4890.430361509323;5083.847825288773;1599.0;3901.0;5500.0;0.2907272727272727;0159;278.0169427394867;7437.841703414917;7715.858646154404;1799;6123;7922;0.2270891189093663
../experiments/bank_cards_v2-size_1250-rand_1/simple_prep/tfidf/closest-50/kmeans_COP-10c/0004/;bank_cards_v2-size_1250-rand_1;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0004;0024;48.59880328178406;681.8638503551483;730.4626536369324;816;384;1200;0.68;0031;62.869967460632324;776.1393468379974;839.0093142986298;870;680;1550;0.5612903225806452;0057;113.14206027984619;3499.7859852313995;3612.9280455112457;1324;1526;2850;0.46456140350877195;0057;113.14206027984619;3499.7859852313995;3612.9280455112457;1324;1526;2850;0.46456140350877195;0063;124.35690259933472;3891.023323059082;4015.3802256584167;1554;1596;3150;0.49333333333333335;0063;124.35690259933472;3891.023323059082;4015.3802256584167;1554;1596;3150;0.49333333333333335;0069;134.5913541316986;4155.04479932785;4289.636153459549;1620;1830;3450;0.46956521739130436;0077;148.3520269393921;4456.828766345978;4605.18079328537;1746.0;2104.0;3850.0;0.4535064935064935;0100;189.5795192718506;5250.191504240036;5439.771023511887;1896;3082;4978;0.3808758537565287
../experiments/bank_cards_v2-size_1250-rand_1/simple_prep/tfidf/closest-50/kmeans_COP-10c/0005/;bank_cards_v2-size_1250-rand_1;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0005;0020;39.79697251319885;343.9725389480591;383.76951146125793;782;218;1000;0.782;0051;99.25971674919128;2433.7283687591553;2532.9880855083466;1110;1440;2550;0.43529411764705883;0058;111.91111373901367;3097.5883407592773;3209.499454498291;1385;1515;2900;0.47758620689655173;0060;115.50152969360352;3229.4094104766846;3344.910940170288;1461;1539;3000;0.487;0061;117.37540769577026;3285.6200664043427;3402.995474100113;1492;1558;3050;0.48918032786885246;0062;119.17205476760864;3334.351954460144;3453.5240092277527;1511;1589;3100;0.4874193548387097;0068;129.10498929023743;3610.7080817222595;3739.813071012497;1587;1813;3400;0.4667647058823529;0076;142.16926503181458;3935.0860466957092;4077.255311727524;1649.0;2151.0;3800.0;0.43394736842105264;0110;200.53647351264954;5241.539309263229;5442.075782775879;1799;3665;5464;0.3292459736456808
../experiments/bank_cards_v2-size_1250-rand_2/simple_prep/tfidf/closest-50/kmeans_COP-10c/0001/;bank_cards_v2-size_1250-rand_2;bank_cards_v2;1250;French_trainset_for_chatbots_dealing_with_usual_requests_on_bank_cards_v2.0.0.xlsx;simple_prep;tfidf;closest-50;kmeans_COP-10c;0001;0023;45.49720358848572;1093.2133722305298;1138.7105758190155;734;416;1150;0.6382608695652174;0046;91.325110912323;1300.0173938274384;1391.3425047397614;1027;1273;2300;0.4465217391304348;0051;100.53300714492798;1337.4781424999237;1438.0111496448517;1224;1326;2550;0.48;0051;100.53300714492798;1337.4781424999237;1438.0111496448517;1224;1326;2550;0.48;0057;111.4619562625885;1657.8957636356354;1769.3577198982239;1446;1404;2850;0.5073684210526316;0061;118.19274997711182;1905.1964175701141;2023.389167547226;1543;1507;3050;0.5059016393442622;0063;121.55753493309021;2014.2616605758667;2135.819195508957;1570;1580;3150;0.4984126984126984;0080;147.88448572158813;2866.8927705287933;3014.7772562503815;1665.0;2335.0;4000.0;0.41625;0163;275.566109418869;6690.642415761948;6966.208525180817;1865;6282;8147;0.22891862035104946
